id,subcategory_id,name,price,stock_quantity,unit,sku,barcode,description,quality
53,3,Star Fruit,6.93,76,bag,SKU-000053,2046537556465,High quality star fruit available in our store,neutral
54,3,Coconuts,2.08,117,box,SKU-000054,4170805310034,High quality coconuts available in our store,poor
55,3,Plantains,2.09,54,box,SKU-000055,3092327193746,High quality plantains available in our store,poor
56,3,Guava,14.2,62,oz,SKU-000056,5299124190499,High quality guava available in our store,good
57,3,Organic Pineapples,12.62,135,lb,SKU-000057,6631931491908,High quality organic pineapples available in our store,neutral
58,3,Premium Pineapples,18.89,34,oz,SKU-000058,5865185067164,High quality premium pineapples available in our store,good
59,3,Pineapples - Family Size,15.7,53,bottle,SKU-000059,5726284987763,High quality pineapples - family size available in our store,neutral
60,3,Pineapples - Single Serve,13.78,129,bag,SKU-000060,9453147379965,High quality pineapples - single serve available in our store,poor
61,3,Organic Mangoes,2.77,0,lb,SKU-000061,5075273545492,High quality organic mangoes available in our store,neutral
62,3,Premium Mangoes,14.31,113,box,SKU-000062,4808313678376,High quality premium mangoes available in our store,neutral
63,3,Mangoes - Family Size,5.77,0,box,SKU-000063,7701436349574,High quality mangoes - family size available in our store,good
64,3,Mangoes - Single Serve,9.28,0,each,SKU-000064,8856855744437,High quality mangoes - single serve available in our store,good
65,3,Organic Papayas,26.73,10,oz,SKU-000065,1351823374984,High quality organic papayas available in our store,good
66,3,Premium Papayas,4.22,104,box,SKU-000066,9413435240827,High quality premium papayas available in our store,poor
67,3,Papayas - Family Size,7.33,0,bag,SKU-000067,4008427109470,High quality papayas - family size available in our store,neutral
68,3,Papayas - Single Serve,5.97,105,pack,SKU-000068,7752047116710,High quality papayas - single serve available in our store,neutral
69,4,Peaches,4.71,40,pack,SKU-000069,9022941318694,High quality peaches available in our store,good
70,4,Nectarines,1.57,120,each,SKU-000070,9938677496493,High quality nectarines available in our store,poor
71,4,Plums,6.23,0,each,SKU-000071,9091334123283,High quality plums available in our store,good
72,4,Apricots,5.91,17,pack,SKU-000072,1206797403447,High quality apricots available in our store,neutral
73,4,Cherries,6.99,137,oz,SKU-000073,7134936183247,High quality cherries available in our store,good
74,4,Sweet Cherries,15.55,45,box,SKU-000074,2102499471748,High quality sweet cherries available in our store,good
75,4,Sour Cherries,2.62,111,oz,SKU-000075,6488771906594,High quality sour cherries available in our store,good
76,4,White Peaches,10.08,130,lb,SKU-000076,4013990490276,High quality white peaches available in our store,neutral
77,4,Donut Peaches,4.81,111,lb,SKU-000077,8742967175651,High quality donut peaches available in our store,neutral
78,4,Organic Peaches,19.92,50,oz,SKU-000078,5125674680718,High quality organic peaches available in our store,poor
79,4,Premium Peaches,23.3,31,bottle,SKU-000079,5451680876037,High quality premium peaches available in our store,neutral
80,4,Peaches - Family Size,19.0,75,box,SKU-000080,8597703482476,High quality peaches - family size available in our store,good
81,4,Peaches - Single Serve,15.1,44,box,SKU-000081,7109324808613,High quality peaches - single serve available in our store,good
82,4,Organic Nectarines,18.66,53,bag,SKU-000082,3171274846773,High quality organic nectarines available in our store,neutral
83,4,Premium Nectarines,8.53,54,box,SKU-000083,3782639821467,High quality premium nectarines available in our store,poor
84,4,Nectarines - Family Size,20.93,21,oz,SKU-000084,5840449972781,High quality nectarines - family size available in our store,neutral
85,4,Nectarines - Single Serve,6.02,60,bottle,SKU-000085,7558867533962,High quality nectarines - single serve available in our store,neutral
86,4,Organic Plums,3.93,121,box,SKU-000086,3605766270284,High quality organic plums available in our store,good
87,4,Premium Plums,11.37,49,bottle,SKU-000087,9517187026217,High quality premium plums available in our store,good
88,4,Plums - Family Size,9.11,1,pack,SKU-000088,7459615865789,High quality plums - family size available in our store,poor
89,4,Plums - Single Serve,12.67,56,each,SKU-000089,0913431611724,High quality plums - single serve available in our store,neutral
90,5,Gala Apples,7.96,142,each,SKU-000090,4005045562380,High quality gala apples available in our store,good
91,5,Fuji Apples,2.99,118,bottle,SKU-000091,6922219693795,High quality fuji apples available in our store,neutral
92,5,Granny Smith Apples,5.75,113,box,SKU-000092,2374740748217,High quality granny smith apples available in our store,poor
93,5,Red Delicious Apples,7.39,140,bag,SKU-000093,7594647436719,High quality red delicious apples available in our store,neutral
94,5,Honeycrisp Apples,8.11,66,pack,SKU-000094,3695944064095,High quality honeycrisp apples available in our store,neutral
95,5,Bartlett Pears,12.48,133,bag,SKU-000095,0974395339420,High quality bartlett pears available in our store,good
96,5,Anjou Pears,2.15,73,each,SKU-000096,1047095214560,High quality anjou pears available in our store,good
97,5,Bosc Pears,9.09,35,each,SKU-000097,2328588424741,High quality bosc pears available in our store,neutral
98,5,Asian Pears,11.59,16,bag,SKU-000098,5171236851607,High quality asian pears available in our store,neutral
99,5,Seckel Pears,7.23,52,pack,SKU-000099,4817549651374,High quality seckel pears available in our store,poor
100,5,Organic Gala Apples,15.77,147,bag,SKU-000100,0985931746121,High quality organic gala apples available in our store,poor
101,5,Premium Gala Apples,7.84,107,box,SKU-000101,0047113826752,High quality premium gala apples available in our store,neutral
102,5,Gala Apples - Family Size,16.61,56,oz,SKU-000102,8692617964053,High quality gala apples - family size available in our store,good
103,5,Gala Apples - Single Serve,6.03,103,bottle,SKU-000103,3773515850640,High quality gala apples - single serve available in our store,good
104,5,Organic Fuji Apples,4.57,6,bag,SKU-000104,3171390053291,High quality organic fuji apples available in our store,neutral
105,5,Premium Fuji Apples,3.28,118,each,SKU-000105,3183933529040,High quality premium fuji apples available in our store,good
106,5,Fuji Apples - Family Size,7.2,97,oz,SKU-000106,2284210205396,High quality fuji apples - family size available in our store,neutral
107,5,Fuji Apples - Single Serve,4.77,0,bag,SKU-000107,5024026811773,High quality fuji apples - single serve available in our store,neutral
108,5,Organic Granny Smith Apples,22.54,17,pack,SKU-000108,5891783908479,High quality organic granny smith apples available in our store,good
109,5,Premium Granny Smith Apples,1.96,5,box,SKU-000109,0076617711592,High quality premium granny smith apples available in our store,good
110,5,Granny Smith Apples - Family Size,20.9,55,bag,SKU-000110,2124998569849,High quality granny smith apples - family size available in our store,neutral
111,5,Granny Smith Apples - Single Serve,3.51,29,pack,SKU-000111,7896118367363,High quality granny smith apples - single serve available in our store,poor
112,6,Category_6 Item 1,9.67,79,box,SKU-000112,5766156545271,High quality category_6 item 1 available in our store,poor
113,6,Category_6 Item 2,6.94,50,lb,SKU-000113,1111615280981,High quality category_6 item 2 available in our store,neutral
114,6,Category_6 Item 3,4.63,77,pack,SKU-000114,8516560494514,High quality category_6 item 3 available in our store,neutral
115,6,Category_6 Item 4,12.93,0,pack,SKU-000115,9832731585140,High quality category_6 item 4 available in our store,neutral
116,6,Category_6 Item 5,10.91,17,box,SKU-000116,9368998094021,High quality category_6 item 5 available in our store,good
117,6,Organic Category_6 Item 1,10.89,110,oz,SKU-000117,4455022961208,High quality organic category_6 item 1 available in our store,neutral
118,6,Premium Category_6 Item 1,16.95,133,bottle,SKU-000118,1836675254597,High quality premium category_6 item 1 available in our store,neutral
119,6,Category_6 Item 1 - Family Size,16.66,111,pack,SKU-000119,9102290147678,High quality category_6 item 1 - family size available in our store,good
120,6,Category_6 Item 1 - Single Serve,13.77,22,oz,SKU-000120,9764381561499,High quality category_6 item 1 - single serve available in our store,good
121,6,Organic Category_6 Item 2,12.47,0,oz,SKU-000121,7840369003433,High quality organic category_6 item 2 available in our store,poor
122,6,Premium Category_6 Item 2,4.93,66,oz,SKU-000122,2445107622683,High quality premium category_6 item 2 available in our store,neutral
123,6,Category_6 Item 2 - Family Size,26.81,132,each,SKU-000123,3885160607156,High quality category_6 item 2 - family size available in our store,neutral
124,6,Category_6 Item 2 - Single Serve,8.32,61,bottle,SKU-000124,9696641605295,High quality category_6 item 2 - single serve available in our store,neutral
125,6,Organic Category_6 Item 3,9.33,75,each,SKU-000125,7516136968167,High quality organic category_6 item 3 available in our store,good
126,6,Premium Category_6 Item 3,15.56,141,box,SKU-000126,4535218188357,High quality premium category_6 item 3 available in our store,poor
127,6,Category_6 Item 3 - Family Size,16.15,116,oz,SKU-000127,5231243292128,High quality category_6 item 3 - family size available in our store,good
128,6,Category_6 Item 3 - Single Serve,11.81,80,lb,SKU-000128,7799799552717,High quality category_6 item 3 - single serve available in our store,poor
129,7,Category_7 Item 1,3.86,123,oz,SKU-000129,7744905814777,High quality category_7 item 1 available in our store,poor
130,7,Category_7 Item 2,8.86,72,lb,SKU-000130,0054119986793,High quality category_7 item 2 available in our store,good
131,7,Category_7 Item 3,6.4,77,lb,SKU-000131,8079359782075,High quality category_7 item 3 available in our store,good
132,7,Category_7 Item 4,1.67,13,box,SKU-000132,1518203778897,High quality category_7 item 4 available in our store,poor
133,7,Category_7 Item 5,10.56,125,lb,SKU-000133,2554665905159,High quality category_7 item 5 available in our store,neutral
134,7,Category_7 Item 6,8.03,112,oz,SKU-000134,1864492519254,High quality category_7 item 6 available in our store,good
135,7,Organic Category_7 Item 1,22.46,16,bag,SKU-000135,4629148652818,High quality organic category_7 item 1 available in our store,neutral
136,7,Premium Category_7 Item 1,14.57,144,oz,SKU-000136,6850542357339,High quality premium category_7 item 1 available in our store,good
137,7,Category_7 Item 1 - Family Size,16.77,57,pack,SKU-000137,2214188805922,High quality category_7 item 1 - family size available in our store,good
138,7,Category_7 Item 1 - Single Serve,7.63,150,bag,SKU-000138,9622292706531,High quality category_7 item 1 - single serve available in our store,neutral
139,7,Organic Category_7 Item 2,16.66,53,bottle,SKU-000139,7947383473591,High quality organic category_7 item 2 available in our store,neutral
140,7,Premium Category_7 Item 2,4.36,0,each,SKU-000140,7746886239242,High quality premium category_7 item 2 available in our store,good
141,7,Category_7 Item 2 - Family Size,16.86,59,oz,SKU-000141,0758181412470,High quality category_7 item 2 - family size available in our store,neutral
142,7,Category_7 Item 2 - Single Serve,7.8,59,oz,SKU-000142,8261375060682,High quality category_7 item 2 - single serve available in our store,neutral
143,7,Organic Category_7 Item 3,19.2,108,lb,SKU-000143,5361530515224,High quality organic category_7 item 3 available in our store,neutral
144,7,Premium Category_7 Item 3,24.79,18,lb,SKU-000144,0472779010434,High quality premium category_7 item 3 available in our store,good
145,7,Category_7 Item 3 - Family Size,23.21,73,bag,SKU-000145,2898614341033,High quality category_7 item 3 - family size available in our store,neutral
146,7,Category_7 Item 3 - Single Serve,11.49,69,box,SKU-000146,6971179808930,High quality category_7 item 3 - single serve available in our store,good
147,8,Category_8 Item 1,14.33,82,box,SKU-000147,2460953962189,High quality category_8 item 1 available in our store,good
148,8,Category_8 Item 2,15.42,147,box,SKU-000148,5188888067065,High quality category_8 item 2 available in our store,poor
149,8,Category_8 Item 3,11.07,0,box,SKU-000149,5405153195200,High quality category_8 item 3 available in our store,neutral
150,8,Category_8 Item 4,8.05,113,oz,SKU-000150,5852772217040,High quality category_8 item 4 available in our store,neutral
151,8,Organic Category_8 Item 1,15.72,23,bag,SKU-000151,3030548687408,High quality organic category_8 item 1 available in our store,good
152,8,Premium Category_8 Item 1,18.93,84,bag,SKU-000152,3450541566768,High quality premium category_8 item 1 available in our store,good
153,8,Category_8 Item 1 - Family Size,31.39,140,lb,SKU-000153,5277584161693,High quality category_8 item 1 - family size available in our store,good
154,8,Category_8 Item 1 - Single Serve,5.84,103,pack,SKU-000154,2845115447962,High quality category_8 item 1 - single serve available in our store,poor
155,8,Organic Category_8 Item 2,16.56,105,lb,SKU-000155,2757059640166,High quality organic category_8 item 2 available in our store,good
156,8,Premium Category_8 Item 2,19.43,13,each,SKU-000156,5820297021350,High quality premium category_8 item 2 available in our store,good
157,8,Category_8 Item 2 - Family Size,11.24,0,lb,SKU-000157,5690927557197,High quality category_8 item 2 - family size available in our store,neutral
158,8,Category_8 Item 2 - Single Serve,12.98,40,oz,SKU-000158,2856543102781,High quality category_8 item 2 - single serve available in our store,neutral
159,8,Organic Category_8 Item 3,4.29,29,bag,SKU-000159,6814473947311,High quality organic category_8 item 3 available in our store,neutral
160,8,Premium Category_8 Item 3,5.81,74,box,SKU-000160,2172715518847,High quality premium category_8 item 3 available in our store,good
161,8,Category_8 Item 3 - Family Size,15.06,116,box,SKU-000161,4225831323708,High quality category_8 item 3 - family size available in our store,good
162,8,Category_8 Item 3 - Single Serve,9.98,34,pack,SKU-000162,5895782911461,High quality category_8 item 3 - single serve available in our store,neutral
163,9,Category_9 Item 1,6.09,129,oz,SKU-000163,7866912517783,High quality category_9 item 1 available in our store,good
164,9,Category_9 Item 2,5.47,150,box,SKU-000164,5289226801829,High quality category_9 item 2 available in our store,good
165,9,Category_9 Item 3,3.22,137,bag,SKU-000165,4225358414385,High quality category_9 item 3 available in our store,neutral
166,9,Category_9 Item 4,9.14,116,oz,SKU-000166,4249818299220,High quality category_9 item 4 available in our store,poor
167,9,Category_9 Item 5,4.57,98,each,SKU-000167,9959001094390,High quality category_9 item 5 available in our store,good
168,9,Category_9 Item 6,5.76,121,bottle,SKU-000168,6907844736475,High quality category_9 item 6 available in our store,good
169,9,Category_9 Item 7,15.82,38,bag,SKU-000169,1027677359254,High quality category_9 item 7 available in our store,good
170,9,Category_9 Item 8,15.47,84,pack,SKU-000170,5562588153714,High quality category_9 item 8 available in our store,neutral
171,9,Category_9 Item 9,2.49,116,lb,SKU-000171,4732104696327,High quality category_9 item 9 available in our store,good
172,9,Category_9 Item 10,10.81,39,lb,SKU-000172,5953278774706,High quality category_9 item 10 available in our store,poor
173,9,Organic Category_9 Item 1,9.8,20,pack,SKU-000173,1687339500471,High quality organic category_9 item 1 available in our store,neutral
174,9,Premium Category_9 Item 1,15.94,124,pack,SKU-000174,9748016245657,High quality premium category_9 item 1 available in our store,neutral
175,9,Category_9 Item 1 - Family Size,8.93,73,each,SKU-000175,0609835841682,High quality category_9 item 1 - family size available in our store,good
176,9,Category_9 Item 1 - Single Serve,2.47,25,bag,SKU-000176,7849912165581,High quality category_9 item 1 - single serve available in our store,good
177,9,Organic Category_9 Item 2,1.99,14,oz,SKU-000177,5239868000258,High quality organic category_9 item 2 available in our store,good
178,9,Premium Category_9 Item 2,6.73,46,each,SKU-000178,7872982595262,High quality premium category_9 item 2 available in our store,neutral
179,9,Category_9 Item 2 - Family Size,13.31,127,box,SKU-000179,9495888794706,High quality category_9 item 2 - family size available in our store,good
180,9,Category_9 Item 2 - Single Serve,4.8,0,bottle,SKU-000180,5516940974998,High quality category_9 item 2 - single serve available in our store,neutral
181,9,Organic Category_9 Item 3,23.31,40,lb,SKU-000181,3097289623096,High quality organic category_9 item 3 available in our store,good
182,9,Premium Category_9 Item 3,15.52,108,bottle,SKU-000182,1307562636890,High quality premium category_9 item 3 available in our store,neutral
183,9,Category_9 Item 3 - Family Size,7.04,123,lb,SKU-000183,7028385786527,High quality category_9 item 3 - family size available in our store,neutral
184,9,Category_9 Item 3 - Single Serve,9.61,75,lb,SKU-000184,7858549733483,High quality category_9 item 3 - single serve available in our store,neutral
185,10,Category_10 Item 1,1.11,12,box,SKU-000185,4344375758446,High quality category_10 item 1 available in our store,neutral
186,10,Category_10 Item 2,14.53,58,box,SKU-000186,1986652404153,High quality category_10 item 2 available in our store,good
187,10,Category_10 Item 3,3.84,64,bottle,SKU-000187,7473384842192,High quality category_10 item 3 available in our store,neutral
188,10,Category_10 Item 4,11.2,35,bottle,SKU-000188,9330833016574,High quality category_10 item 4 available in our store,neutral
189,10,Category_10 Item 5,1.58,112,lb,SKU-000189,1208267734549,High quality category_10 item 5 available in our store,neutral
190,10,Category_10 Item 6,2.34,75,oz,SKU-000190,0193802620672,High quality category_10 item 6 available in our store,good
191,10,Category_10 Item 7,2.97,138,oz,SKU-000191,2400499154785,High quality category_10 item 7 available in our store,poor
192,10,Category_10 Item 8,13.45,65,pack,SKU-000192,8728743152740,High quality category_10 item 8 available in our store,poor
193,10,Organic Category_10 Item 1,9.33,29,bag,SKU-000193,2054932966857,High quality organic category_10 item 1 available in our store,good
194,10,Premium Category_10 Item 1,26.58,101,pack,SKU-000194,1612275304630,High quality premium category_10 item 1 available in our store,good
195,10,Category_10 Item 1 - Family Size,19.4,137,lb,SKU-000195,7454990453019,High quality category_10 item 1 - family size available in our store,neutral
196,10,Category_10 Item 1 - Single Serve,11.08,149,bag,SKU-000196,7426841459334,High quality category_10 item 1 - single serve available in our store,poor
197,10,Organic Category_10 Item 2,3.51,6,box,SKU-000197,2727956878337,High quality organic category_10 item 2 available in our store,neutral
198,10,Premium Category_10 Item 2,19.62,16,bottle,SKU-000198,9187851910885,High quality premium category_10 item 2 available in our store,poor
199,10,Category_10 Item 2 - Family Size,9.86,35,lb,SKU-000199,3982258713970,High quality category_10 item 2 - family size available in our store,good
200,10,Category_10 Item 2 - Single Serve,8.38,24,each,SKU-000200,1870728679081,High quality category_10 item 2 - single serve available in our store,good
201,10,Organic Category_10 Item 3,12.49,138,bag,SKU-000201,7406403910657,High quality organic category_10 item 3 available in our store,neutral
202,10,Premium Category_10 Item 3,22.73,125,box,SKU-000202,1801704622654,High quality premium category_10 item 3 available in our store,poor
203,10,Category_10 Item 3 - Family Size,2.61,113,bag,SKU-000203,6766182512864,High quality category_10 item 3 - family size available in our store,poor
204,10,Category_10 Item 3 - Single Serve,2.48,94,box,SKU-000204,8230047868635,High quality category_10 item 3 - single serve available in our store,neutral
205,11,Category_11 Item 1,6.96,48,lb,SKU-000205,3752431069039,High quality category_11 item 1 available in our store,neutral
206,11,Category_11 Item 2,2.37,54,bottle,SKU-000206,3119079030676,High quality category_11 item 2 available in our store,poor
207,11,Category_11 Item 3,1.75,85,each,SKU-000207,3830284395991,High quality category_11 item 3 available in our store,neutral
208,11,Category_11 Item 4,4.07,141,each,SKU-000208,5342836440892,High quality category_11 item 4 available in our store,neutral
209,11,Organic Category_11 Item 1,7.47,0,oz,SKU-000209,2687056856621,High quality organic category_11 item 1 available in our store,good
210,11,Premium Category_11 Item 1,3.97,44,lb,SKU-000210,4628733427084,High quality premium category_11 item 1 available in our store,good
211,11,Category_11 Item 1 - Family Size,2.49,60,box,SKU-000211,6688263435179,High quality category_11 item 1 - family size available in our store,good
212,11,Category_11 Item 1 - Single Serve,1.78,107,box,SKU-000212,5183046990131,High quality category_11 item 1 - single serve available in our store,good
213,11,Organic Category_11 Item 2,10.93,27,bag,SKU-000213,9837354033177,High quality organic category_11 item 2 available in our store,poor
214,11,Premium Category_11 Item 2,2.74,133,oz,SKU-000214,3936385467855,High quality premium category_11 item 2 available in our store,poor
215,11,Category_11 Item 2 - Family Size,3.49,102,bag,SKU-000215,4458771753551,High quality category_11 item 2 - family size available in our store,good
216,11,Category_11 Item 2 - Single Serve,14.64,18,lb,SKU-000216,6093204899642,High quality category_11 item 2 - single serve available in our store,good
217,11,Organic Category_11 Item 3,4.54,149,box,SKU-000217,2353693785470,High quality organic category_11 item 3 available in our store,good
218,11,Premium Category_11 Item 3,13.7,129,box,SKU-000218,7725228728088,High quality premium category_11 item 3 available in our store,neutral
219,11,Category_11 Item 3 - Family Size,5.3,141,bottle,SKU-000219,0100623120380,High quality category_11 item 3 - family size available in our store,good
220,11,Category_11 Item 3 - Single Serve,14.31,105,oz,SKU-000220,7509977008864,High quality category_11 item 3 - single serve available in our store,good
221,12,Category_12 Item 1,5.68,80,bottle,SKU-000221,0084840862110,High quality category_12 item 1 available in our store,poor
222,12,Category_12 Item 2,11.29,121,lb,SKU-000222,8233984546154,High quality category_12 item 2 available in our store,good
223,12,Category_12 Item 3,7.47,95,pack,SKU-000223,6793341016666,High quality category_12 item 3 available in our store,good
224,12,Category_12 Item 4,15.34,143,oz,SKU-000224,8700217659184,High quality category_12 item 4 available in our store,good
225,12,Category_12 Item 5,14.09,108,pack,SKU-000225,0339740148902,High quality category_12 item 5 available in our store,good
226,12,Organic Category_12 Item 1,7.36,26,box,SKU-000226,2503926142932,High quality organic category_12 item 1 available in our store,good
227,12,Premium Category_12 Item 1,14.05,89,pack,SKU-000227,9685621850169,High quality premium category_12 item 1 available in our store,good
228,12,Category_12 Item 1 - Family Size,8.57,109,pack,SKU-000228,3159996504775,High quality category_12 item 1 - family size available in our store,neutral
229,12,Category_12 Item 1 - Single Serve,10.32,142,lb,SKU-000229,3586629619436,High quality category_12 item 1 - single serve available in our store,neutral
230,12,Organic Category_12 Item 2,13.87,69,bottle,SKU-000230,1142626551104,High quality organic category_12 item 2 available in our store,poor
231,12,Premium Category_12 Item 2,8.19,36,box,SKU-000231,4754121267885,High quality premium category_12 item 2 available in our store,good
232,12,Category_12 Item 2 - Family Size,26.39,23,bottle,SKU-000232,8610158199567,High quality category_12 item 2 - family size available in our store,good
233,12,Category_12 Item 2 - Single Serve,7.79,40,oz,SKU-000233,0466183982623,High quality category_12 item 2 - single serve available in our store,good
234,12,Organic Category_12 Item 3,23.54,13,each,SKU-000234,2444721264644,High quality organic category_12 item 3 available in our store,neutral
235,12,Premium Category_12 Item 3,15.13,108,bag,SKU-000235,7154379937122,High quality premium category_12 item 3 available in our store,good
236,12,Category_12 Item 3 - Family Size,7.85,88,bag,SKU-000236,4065965756924,High quality category_12 item 3 - family size available in our store,neutral
237,12,Category_12 Item 3 - Single Serve,9.89,134,bottle,SKU-000237,4593752654790,High quality category_12 item 3 - single serve available in our store,good
238,13,Category_13 Item 1,1.11,77,each,SKU-000238,3564651939821,High quality category_13 item 1 available in our store,neutral
239,13,Category_13 Item 2,5.33,30,lb,SKU-000239,8073741672432,High quality category_13 item 2 available in our store,good
240,13,Category_13 Item 3,2.93,136,bottle,SKU-000240,4266179796885,High quality category_13 item 3 available in our store,neutral
241,13,Category_13 Item 4,11.01,90,lb,SKU-000241,6805891135299,High quality category_13 item 4 available in our store,neutral
242,13,Organic Category_13 Item 1,11.12,19,pack,SKU-000242,0965610143885,High quality organic category_13 item 1 available in our store,good
243,13,Premium Category_13 Item 1,11.18,74,lb,SKU-000243,8993756798258,High quality premium category_13 item 1 available in our store,poor
244,13,Category_13 Item 1 - Family Size,7.72,117,pack,SKU-000244,0714611254577,High quality category_13 item 1 - family size available in our store,good
245,13,Category_13 Item 1 - Single Serve,7.54,27,each,SKU-000245,3875717751401,High quality category_13 item 1 - single serve available in our store,good
246,13,Organic Category_13 Item 2,3.74,86,each,SKU-000246,1051238282583,High quality organic category_13 item 2 available in our store,good
247,13,Premium Category_13 Item 2,10.97,130,each,SKU-000247,6736226609379,High quality premium category_13 item 2 available in our store,good
